-5	-1
-4	-1
-3	-1
-2	-1
-1	-1
1	1
2	1
3	1
4	1
5	1


-5	-1	-1
-4.9	-1	-0.999536131803256
-4.8	-1	-0.999100376830557
-4.7	-1	-0.998720848305949
-4.6	-1	-0.998425659453476
-4.5	-1	-0.998242923497183
-4.4	-1	-0.998200753661115
-4.3	-1	-0.998327263169318
-4.2	-1	-0.998650565245836
-4.1	-1	-0.999198773114715
-4	-1	-1
-3.9	-1	-1.00105424590169
-3.8	-1	-1.00224905792361
-3.7	-1	-1.00344386994552
-3.6	-1	-1.00449811584721
-3.5	-1	-1.00527122950845
-3.4	-1	-1.00562264480902
-3.3	-1	-1.00541179562868
-3.2	-1	-1.00449811584721
-3.1	-1	-1.0027410393444
-3	-1	-1
-2.9	-1	-0.996236342130965
-2.8	-1	-0.99186590717629
-2.7	-1	-0.987429874698844
-2.6	-1	-0.983469424261493
-2.5	-1	-0.980525735427106
-2.4	-1	-0.979139987758551
-2.3	-1	-0.979853360818695
-2.2	-1	-0.983207034170406
-2.1	-1	-0.989742187376551
-2	-1	-1
-1.9	-1	-1.01411371700888
-1.8	-1	-1.03050284808891
-1.7	-1	-1.04713796987934
-1.6	-1	-1.0619896590194
-1.5	-1	-1.07302849214835
-1.4	-1	-1.07822504590543
-1.3	-1	-1.0755498969299
-1.2	-1	-1.06297362186098
-1.1	-1	-1.03846679733793
-1	-1	-1
-0.900000000000001	-0.9855	-0.946074058270962
-0.800000000000001	-0.944000000000001	-0.877618296100717
-0.700000000000001	-0.878500000000001	-0.796246033417696
-0.600000000000001	-0.792000000000001	-0.703570590150329
-0.500000000000001	-0.687500000000001	-0.601205286227045
-0.400000000000001	-0.568000000000001	-0.490763441576273
-0.300000000000001	-0.436500000000001	-0.373858376126445
-0.200000000000001	-0.296000000000001	-0.252103409805989
-0.100000000000001	-0.149500000000001	-0.127111862543335
-1.02695629777827E-15	-1.60982338570648E-15	-0.000497054266913766
0.099999999999999	0.149499999999999	0.126127695094846
0.199999999999999	0.295999999999999	0.251149065613515
0.299999999999999	0.436499999999998	0.372953737360662
0.399999999999999	0.567999999999999	0.489928390407858
0.499999999999999	0.687499999999999	0.600459704826674
0.599999999999999	0.791999999999999	0.702934360688679
0.699999999999999	0.878499999999999	0.795739038065443
0.799999999999999	0.943999999999999	0.877260417028539
0.899999999999999	0.9855	0.945885177649534
0.999999999999999	1	0.999999999999999
1.1	1	1.03863497615343
1.2	1	1.06325347625194
1.3	1	1.07589209747
1.4	1	1.07858743698209
1.5	1	1.07337609196268
1.6	1	1.06229465958626
1.7	1	1.04737973702731
1.8	1	1.03066792146029
1.9	1	1.0141958100597
2	1	1
2.1	1	0.989675188209571
2.2	1	0.983095627941551
2.3	1	0.979717250857572
2.4	1	0.978995988619267
2.5	1	0.980387772888269
2.6	1	0.983348535326209
2.7	1	0.987334207594719
2.8	1	0.991800721355433
2.9	1	0.996204008269983
3	1	1
3.1	1	1.00276653703491
3.2	1	1.0045389952842
3.3	1	1.00545960953955
3.4	1	1.00567061459268
3.5	1	1.00531424523528
3.6	1	1.00453273625907
3.7	1	1.00346832245573
3.8	1	1.00226323861697
3.9	1	1.00105971953449
4	1	1
4.1	1	0.999196300758981
4.2	1	0.998647055759825
4.3	1	0.998323819598583
4.4	1	0.998198146871311
4.5	1	0.99824159217406
4.6	1	0.998425710102884
4.7	1	0.998722055253837
4.8	1	0.999102182222972
4.9	1	0.999537645606342
5	1	1
