1	1
2	1
3	1
4	1
5	1


 1	1	0	0
 1.1	1	0	0.1
 1.2	1	0	0.2
 1.3	1	0	0.3
 1.4	1	0	0.4
 1.5	1	0	0.5
 1.6	1	0	0.600000000000001
 1.7	1	0	0.700000000000001
 1.8	1	0	0.800000000000001
 1.9	1	0	0.900000000000001
 2	1	0	1
 2.1	1	0	1.1
 2.2	1	0	1.2
 2.3	1	0	1.3
 2.4	1	0	1.4
 2.5	1	0	1.5
 2.6	1	0	1.6
 2.7	1	0	1.7
 2.8	1	0	1.8
 2.9	1	0	1.9
 3	1	0	2
 3.1	1	0	2.1
 3.2	1	0	2.2
 3.3	1	0	2.3
 3.4	1	0	2.4
 3.5	1	0	2.5
 3.6	1	0	2.6
 3.7	1	0	2.7
 3.8	1	0	2.8
 3.9	1	0	2.9
 4	1	0	3
 4.1	1	0	3.1
 4.2	1	0	3.2
 4.3	1	0	3.3
 4.4	1	0	3.4
 4.5	1	0	3.5
 4.6	1	0	3.6
 4.7	1	0	3.7
 4.8	1	0	3.8
 4.9	1	0	3.9
 5	1	0	4


1	1
2	2
3	3
4	4
5	5


 1	1	0.998626325450815	0
 1.1	1.09986400621963	0.998626325450815	0.104993131627254
 1.2	1.19973625448656	0.998626325450815	0.219972526509016
 1.3	1.29962498684807	0.998626325450815	0.344938184645287
 1.4	1.39953844535147	0.998626325450815	0.479890106036066
 1.5	1.49948487204406	0.998626325450815	0.624828290681353
 1.6	1.59947250897311	0.998626325450815	0.779752738581148
 1.7	1.69950959818594	0.998626325450815	0.944663449735451
 1.8	1.79960438172984	0.998626325450815	1.11956042414426
 1.9	1.89976510165209	0.998626325450815	1.30444366180758
 2	2	1.00274734909837	1.49931316272541
 2.1	2.10030907677357	1.00357155382788	1.70432827314545
 2.2	2.20065936378361	1.00439575855739	1.91937909910377
 2.3	2.30100965079365	1.0052199632869	2.14447388264766
 2.4	2.40131872756722	1.00604416801641	2.37962086582443
 2.5	2.50154538386783	1.00686837274592	2.62482829068135
 2.6	2.60164840945902	1.00769257747543	2.88010439926574
 2.7	2.70158659410431	1.00851678220495	3.14545743362488
 2.8	2.80131872756722	1.00934098693446	3.42089563580607
 2.9	2.90080359961127	1.01016519166397	3.70642724785661
 3	3	0.990384278155707	4.00206051182378
 3.1	3.0992180244898	0.994161632653061	4.30701872880539
 3.2	3.19875815812547	0.997938987150416	4.62191856211353
 3.3	3.29856477460318	1.00171634164777	4.94679778529317
 3.4	3.39858224761905	1.00549369614512	5.28169417188929
 3.5	3.49875495086924	1.00927105064248	5.62664549544686
 3.6	3.59902725804989	1.01304840513983	5.98168952951086
 3.7	3.69934354285715	1.01682575963719	6.34686404762626
 3.8	3.79964817898715	1.02060311413454	6.72220682333802
 3.9	3.89988554013606	1.0243804686319	7.10775563019113
 4	4	1.00034467120181	7.50354824173056
